Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Sangam Ratna,New Delhi,"H-52, Main Market, Shakarpur, New Delhi",Shakarpur,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Tandoor & Curry Restaurant,New Delhi,"S-547, School Block, Shakarpur, New Delhi Shakarpur",Shakarpur,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Uttarakhand Eating Point,New Delhi,"A-4, Sanjay Park, Main Market,   Shakarpur, Shakarpur, New Delhi",Shakarpur,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Uttranchal Eating Point,New Delhi,"S-193, School Block, Shakarpur, New Delhi",Shakarpur,"North Indian, Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Yummy Rasoi,New Delhi,"School Block, Shakarpur, New Delhi",Shakarpur,"North Indian, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Aggarwal Restaurant,New Delhi,"13, BF Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14,India
Ane China,New Delhi,"AL Market, Shopping Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11,India
Arora's Veg. Corner,New Delhi,"1, A Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,18,India
Ashu Thali Wala,New Delhi,"BK 1/3, Block BK 1, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,11,India
Bangla Sweets & Pastry Shop,New Delhi,"38 & 39, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8,India
Baskin Robbins,New Delhi,"BN Block, Shopping Complex, Shalimar Bagh, New Delhi",Shalimar Bagh,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,21,India
Believe in Taste,New Delhi,"G-19, BB Block, Vardhaman Complex, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,7,India
Bharat Sweet House,New Delhi,"AB-9, Opposite MTNL Office, Shalimar Bagh, New Delhi",Shalimar Bagh,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,8,India
Bikaner Kesarvala,New Delhi,"3-4, BN Block Market, LSC, Shalimar Bagh, New Delhi",Shalimar Bagh,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,24,India
Cafe Coffee Day,New Delhi,"Inside MAX Hospital, FC-50, C & D Block, Shalimar Bagh, New Delhi",Shalimar Bagh,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,5,India
Chawla's Chic Inn,New Delhi,"BT Market, Near DAV School, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,71,India
Chhappan Bhog,New Delhi,"Shop 2, AD Market, Near MTNL Office, Shalimar Bagh, New Delhi",Shalimar Bagh,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,9,India
Chinese Hut Fast Food,New Delhi,"AL Market, Shopping Center, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,13,India
Domino's Pizza,New Delhi,"3, Ground Floor & 1st Floor, Plot 5, BN Block, Local Shopping Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,28,India
Frontier,New Delhi,"AL-142, Shalimar Bagh, New Delhi",Shalimar Bagh,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10,India
Giani,New Delhi,"Shop 4, BN Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,India
Hot Pot Snacks,New Delhi,"66, 1st Floor, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,53,India
Keventers,New Delhi,"G2, Plot 4, Aggarwal Tower, BN Block, Shalimar Bagh, New Delhi",Shalimar Bagh,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4,India
Kishan Dhaba,New Delhi,"Near Hanuman Mandir, AL Market, New Dekhi, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India
Madras Dosa & Chinese,New Delhi,"11, Near AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,91,India
Mehfil Tawa Tandoor,New Delhi,"16, CC Block DDA Market, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,India
Mitthu Tikki Wala,New Delhi,"BN-13, Local Shopping Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Street Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,21,India
Mitthu Tikki Wala,New Delhi,"SE 42, Near BW Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,46,India
Pandit Ji Ka Dhaba,New Delhi,"Main Market, Near Hanuman Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
Punjabi Angeethi,New Delhi,"AL- 85, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, South Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,28,India
Ram Chinese Food,New Delhi,"BB-80/A, West Shalimar Bagh, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,23,India
Sardar Ji Punjabi Jayeka,New Delhi,"U&V Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Mughlai",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
SFC,New Delhi,"BR  Block, KL Bagga Marg, Near Jhule Lal Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11,India
SGF - Spice Grill Flame,New Delhi,"BK-90, Near Jhulelal Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,4,India
Shalimar Vyanjan,New Delhi,"Shop 2, Anshul Plaza, AL Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,9,India
Shri Rudram,New Delhi,"AA-13, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5,India
Smile Bakers,New Delhi,"Shop 9, BD Block, Som Bazar Road, Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Desserts, Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12,India
Spice Sea,New Delhi,"C 19-20-21, CC Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,13,India
Street 5,New Delhi,"BQ Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10,India
Subs n Shakes,New Delhi,"6, BN Block Market, Vardhman Prime Plaza, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4,India
Subway,New Delhi,"AG-44, Near A.L. Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,46,India
Twenty Four Seven,New Delhi,"AB-13, Upper Ground Floor, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21,India
Wah G Wah,New Delhi,"A J 24, Central Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,7,India
Aman-Deep Pure Veg,New Delhi,"Shop G-3, BN Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,79,India
Kwality Pastry Parlour,New Delhi,"3, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,51,India
McDonald's,New Delhi,"2, B-Block Community Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,39,India
Nagpal's,New Delhi,"G 1, BB Block, Vardhman Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Street Food, North Indian",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,31,India
Peshawari's Deluxe,New Delhi,"AJ-64/A, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,195,India
Slic Chic,New Delhi,"Shop 3, BS Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,178,India
Standard Ice Cream,New Delhi,"BL Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"Desserts, Ice Cream",100,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,31,India
Aunty Chings Fast Food,New Delhi,"Shop 11, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Baba Chaap Wala,New Delhi,"Shop 18, BP Market, Club Road, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Cafe Coffee Day,New Delhi,"Ground Floor, Fortis Hospital, Shalimar Bagh, New Delhi",Shalimar Bagh,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Chick N Grills,New Delhi,"AE-6, Main Road, Shalimar Bagh, New Delhi",Shalimar Bagh,"Mughlai, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Choc-oholic,New Delhi,"Shalimar Bagh, New Delhi",Shalimar Bagh,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Da Pizza Palace,New Delhi,"A1/11, LSC Market, Near SBI Bank, Main Road, Shalimar Bagh, New Delhi",Shalimar Bagh,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,1,India
Dosa Junction,New Delhi,"SE-20, Singal Pur, Shalimar Bagh, New Delhi",Shalimar Bagh,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Ganga Food Factory,New Delhi,"B-70X, DDA Flat, Jahangir Puri, Near Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Hot Wok,New Delhi,"Gate 1, BC Block, Near Fortis Hospital, Shalimar Bagh, New Delhi",Shalimar Bagh,"Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
Ichak Dana,New Delhi,"AP 85, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Awadhi",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Madras Dosa & Chinese,New Delhi,"Shop 6, BN Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Mashoor Gulati,New Delhi,"AJ-64, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,2,India
Nidhi's Cake Lounge,New Delhi,"2nd Floor, BH-412, Shalimar Bagh, New Delhi",Shalimar Bagh,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Night Diner,New Delhi,"Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Nirula's Ice Cream,New Delhi,"Ground Floor, House 10, Shalimar Bagh, New Delhi",Shalimar Bagh,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Niti Shake & Ice Cream Hub,New Delhi,"G-1, Vardhman Market, CSC, BB Block, Shalimar Bagh, New Delhi",Shalimar Bagh,"Desserts, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Raja Chinese Foods & Snacks,New Delhi,"Shop 17, BP Market, Club Road, Shalimar Bagh, New Delhi",Shalimar Bagh,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Royal Chicken Corner,New Delhi,"B-4/15A, Main Road, Keshav Puram, Shalimar Bagh, New Delhi",Shalimar Bagh,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Shalimar Food,New Delhi,"24, CC Block, DDA Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Shalimar Vyanjan,New Delhi,"AJ-64/A, Shalimar Bagh, New Delhi",Shalimar Bagh,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
The Urban Canteen,New Delhi,"Shop 13, BP Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Ever Bake,New Delhi,"BN-2, Central Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Bakery, Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,371,India
Grappa - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath","Pizza, Salad, Finger Food",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average,27,India
Shang Palace - Shangri-La's Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath",Chinese,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,65,India
Sorrento - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath","Seafood, Italian",5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,66,India
Mister Chai - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Connaught Place, New Delhi","Shangri La's - Eros hotel, Janpath","Tea, Cafe",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,68,India
Tamra - Shangri-La's - Eros Hotel,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath","North Indian, Continental, European, Chinese, Thai",3800,Indian Rupees(Rs.),Yes,No,No,No,4,4.3,Green,Very Good,400,India
Cafe Coffee Day,New Delhi,"1, DDA Market, Satyaniketan, New Delhi",Shanti Niketan Marg,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,29,India
Domino's Pizza,New Delhi,"6-7, Commercial Shopping Complex, Shanti Niketan Marg, New Delhi",Shanti Niketan Marg,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,85,India
Lush,New Delhi,"9/1700, Main Road, Kailash Nagar, Gandhi Nagar, Shastri Park, New Delhi",Shastri Park,"Afghani, North Indian, Pakistani, Arabian",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3,India
Shivas Cafe,New Delhi,"10, Opposite College of Vocational Studies, DDA Market, Phase 2, Sheikh Sarai, New Delhi",Sheikh Sarai,Cafe,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14,India
Dakshin - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, District Centre, Saket, New Delhi","Sheraton New Delhi Hotel, Saket",South Indian,4000,Indian Rupees(Rs.),Yes,No,No,No,4,4.0,Green,Very Good,315,India
Delhi Pavilion - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, District Centre, Saket, New Delhi","Sheraton New Delhi Hotel, Saket","North Indian, Continental, Asian",3000,Indian Rupees(Rs.),Yes,No,No,No,4,4.0,Green,Very Good,160,India
Pan Asian - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, District Centre, Saket, New Delhi","Sheraton New Delhi Hotel, Saket","Chinese, Thai, Japanese",3000,Indian Rupees(Rs.),Yes,No,No,No,4,4.2,Green,Very Good,327,India
Domino's Pizza,New Delhi,"G 24, 1st Floor, South Extension 1, New Delhi",South Extension 1,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,58,India
Kitchen of Awadh,New Delhi,"South Extension 1, New Delhi",South Extension 1,North Indian,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,64,India
McDonald's,New Delhi,"G-8, Near Midland Book Shop Main Market, South Extension 1, New Delhi",South Extension 1,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,73,India
ODT,New Delhi,"G-24, 1st Floor, South Extension 1, New Delhi",South Extension 1,"Continental, North Indian, Italian",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average,12,India
Rainbows,New Delhi,"H81/G1, South Extension 1, New Delhi",South Extension 1,"Bakery, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,24,India
Subway,New Delhi,"G-24, Ground Floor, South Extension 1, New Delhi",South Extension 1,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,167,India
Bombay Bhelpuri,New Delhi,"G-7, Near Midland Book Shop, South Extension 1, New Delhi",South Extension 1,"Street Food, Beverages",150,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,357,India
The Owl's Kitchen,New Delhi,"South Extension 1, New Delhi",South Extension 1,"North Indian, Italian, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,174,India
7 Colours Xpress Kitchen,New Delhi,"941/8, Nehru Road, Arjun Nagar, Kotla Mubarakpur, South Extension 1, New Delhi",South Extension 1,"Chinese, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Royal Cakes,New Delhi,"Near Seva Nagar Sabji Mandi, South Extension 1, New Delhi",South Extension 1,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Street Cafe,New Delhi,"D 41, South Extension 1, New Delhi",South Extension 1,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Street Cafe,New Delhi,"D 49, South Extension 1, New Delhi",South Extension 1,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Dare To Deliver,New Delhi,"South Extension 1, New Delhi",South Extension 1,"Chinese, Fast Food, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,59,India
Aggarwal Sweet and Restaurant,New Delhi,"273, G-2, Lila Ram Market, Masjid Moth, South Extension 2, New Delhi",South Extension 2,"North Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,18,India
Burger Lust,New Delhi,"Masjid Moth, Lila Ram Market, South Extension 2, New Delhi",South Extension 2,Fast Food,100,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,13,India
Cafe Coffee Day,New Delhi,"16, 1st Floor, Main Market, South Extension 2, New Delhi",South Extension 2,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,31,India
Cakes & Bakes,New Delhi,"453, Leela Ram Market, Masjit Moth, South Extension 2, New Delhi",South Extension 2,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11,India
Chic Fillet,New Delhi,"C-1, Near Main Market, South Extension 2, New Delhi",South Extension 2,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
Chinese Express,New Delhi,"Shop 436, Lila Ram Market, Near Masjid Moth, South Extension 2, New Delhi",South Extension 2,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11,India
Costa Coffee,New Delhi,"E-23, 1st Floor, South Extension 2, New Delhi",South Extension 2,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6,India
Domino's Pizza,New Delhi,"E-18, 1st Floor, Main Market, South Extension 2, New Delhi",South Extension 2,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,63,India
Gupta Fast Food,New Delhi,"446, Leela Ram Market, Masjid Moth, NDSE II, South Extension 2, New Delhi",South Extension 2,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,29,India
Hangchuaa's Chinese Food Corner,New Delhi,"435, Leela Ram Market, Masjid Moth, South Extension 2, New Delhi",South Extension 2,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,20,India
Kathi's,New Delhi,"E-6, Main Market, South Extension 2, New Delhi",South Extension 2,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,7,India
Kitchen & Chicken,New Delhi,"E-5, South Extension 2, New Delhi",South Extension 2,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,50,India
Meal A Deal,New Delhi,"B-453, South Extension 2, New Delhi",South Extension 2,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,13,India
Mohit Restaurant,New Delhi,"Leela Ram Market, NDMC, South Extension 2, New Delhi",South Extension 2,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,17,India
Princess Garden,New Delhi,"E-32, South Extension 2, New Delhi",South Extension 2,"Chinese, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,31,India
Republic of Chicken,New Delhi,"Leela Ram Masjid Moth, NDMC, South Extension 2, New Delhi",South Extension 2,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,13,India
Sai Juice Point,New Delhi,"E-5, South Extension 2, New Delhi",South Extension 2,Beverages,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,6,India
The Pirates Of China Town,New Delhi,"239 Masjid Moth, Near Durga Mandir, South Extension 2, New Delhi",South Extension 2,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14,India
Voda Bar,New Delhi,"E-32, South Extension 2, New Delhi",South Extension 2,"Chinese, North Indian",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,28,India
All Things Yummy,New Delhi,"2nd Floor, C Block, South Extension 2, New Delhi  Delhi",South Extension 2,"Bakery, Desserts",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,68,India
Cake Palace,New Delhi,"E-6, Main Market, South Extension 2, New Delhi",South Extension 2,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,160,India
Charan Singh Kulfi & Kala Khatta,New Delhi,"E-20, Main Market, South Extension 2, New Delhi",South Extension 2,Ice Cream,100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,29,India
Chinese Hut,New Delhi,"E-6, Main Market, South Extension 2, New Delhi",South Extension 2,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,87,India
Costa Coffee,New Delhi,"Shop G-15, 1st Floor, South Extension 2, New Delhi",South Extension 2,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,68,India
Daitchi,New Delhi,"E-19-A, Main Market, South Extension 2, New Delhi",South Extension 2,"Chinese, Japanese",1100,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,273,India
DomDom Biryani,New Delhi,"South Extension 2, New Delhi",South Extension 2,"Biryani, Mughlai, Bengali, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,89,India
Gupta's Restaurant,New Delhi,"E-27, Main Market New Delhi, South Extension 2, New Delhi",South Extension 2,North Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,104,India
Mama's,New Delhi,"E-17, South Extension 2, New Delhi",South Extension 2,"North Indian, Chinese, Mughlai",900,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,40,India
McDonald's,New Delhi,"E-31/32, South Extension 2, New Delhi",South Extension 2,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,167,India
Moti Mahal Delux- Legendary Culinary,New Delhi,"E-31/32, South Extension 2, New Delhi",South Extension 2,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,177,India
Qureshi's Kabab Corner,New Delhi,"E-27, Main Market, South Extension 2, New Delhi",South Extension 2,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,215,India
TukTuk,New Delhi,"Plaza II, South Extension 2, New Delhi",South Extension 2,"Asian, Chinese, Thai, Malaysian, Indonesian, Burmese",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,24,India
Anand Sweets,New Delhi,"391, Leela Ram Market, South Extension 2, New Delhi",South Extension 2,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Cafe Corner,New Delhi,"E-6, South Extension 2, New Delhi",South Extension 2,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
